,Z,N,me_diff_over_std
2824,69.0,119.0,4.0
2825,69.0,120.0,4.0
2826,69.0,121.0,4.0
2827,69.0,122.0,4.0
2828,69.0,123.0,-1.0
2829,69.0,124.0,-1.0
2830,69.0,125.0,-3.0
2831,69.0,126.0,-4.0
2832,69.0,127.0,-4.0
2833,69.0,128.0,-3.0
2834,69.0,129.0,-2.0
2835,69.0,130.0,-1.0
2836,69.0,131.0,2.0
2837,69.0,132.0,3.0
2838,69.0,133.0,4.0
2839,69.0,134.0,4.0
2840,69.0,135.0,4.0
2841,69.0,136.0,4.0
2842,69.0,137.0,4.0
2843,69.0,138.0,4.0
2844,69.0,139.0,4.0
2845,69.0,140.0,4.0
2846,69.0,141.0,4.0
2847,69.0,142.0,4.0
2848,69.0,143.0,4.0
2849,69.0,144.0,4.0
2850,69.0,145.0,4.0
2851,69.0,146.0,4.0
2852,69.0,147.0,4.0
2853,69.0,148.0,4.0
2854,69.0,149.0,4.0
2855,69.0,150.0,4.0
2856,69.0,151.0,4.0
2857,69.0,152.0,4.0
2858,69.0,153.0,4.0
2859,69.0,154.0,4.0
2860,69.0,155.0,4.0
2861,69.0,156.0,4.0
2862,69.0,157.0,4.0
2863,69.0,158.0,4.0
2864,70.0,74.0,4.0
2865,70.0,75.0,4.0
2866,70.0,76.0,4.0
2867,70.0,77.0,4.0
2868,70.0,78.0,4.0
2869,70.0,79.0,4.0
2870,70.0,80.0,4.0
2871,70.0,81.0,1.0
2872,70.0,82.0,-4.0
2873,70.0,83.0,-2.0
2874,70.0,84.0,1.0
2875,70.0,85.0,4.0
2876,70.0,86.0,4.0
2877,70.0,87.0,4.0
2878,70.0,88.0,2.0
2879,70.0,89.0,3.0
2880,70.0,90.0,3.0
2881,70.0,91.0,4.0
2882,70.0,92.0,4.0
2883,70.0,93.0,4.0
2884,70.0,94.0,4.0
2885,70.0,95.0,4.0
2886,70.0,96.0,3.0
2887,70.0,97.0,4.0
2888,70.0,98.0,3.0
2889,70.0,99.0,4.0
2890,70.0,100.0,4.0
2891,70.0,101.0,4.0
2892,70.0,102.0,4.0
2893,70.0,103.0,4.0
2894,70.0,104.0,4.0
2895,70.0,105.0,4.0
2896,70.0,106.0,4.0
2897,70.0,107.0,4.0
2898,70.0,108.0,4.0
2899,70.0,109.0,4.0
2900,70.0,110.0,4.0
2901,70.0,111.0,4.0
2902,70.0,112.0,4.0
2903,70.0,113.0,4.0
2904,70.0,114.0,4.0
2905,70.0,115.0,4.0
2906,70.0,116.0,4.0
2907,70.0,117.0,4.0
2908,70.0,118.0,4.0
2909,70.0,119.0,4.0
2910,70.0,120.0,4.0
2911,70.0,121.0,4.0
2912,70.0,122.0,2.0
2913,70.0,123.0,-2.0
2914,70.0,124.0,-4.0
2915,70.0,125.0,-4.0
2916,70.0,126.0,-4.0
2917,70.0,127.0,-4.0
2918,70.0,128.0,-4.0
2919,70.0,129.0,-4.0
2920,70.0,130.0,-4.0
2921,70.0,131.0,-4.0
2922,70.0,132.0,-3.0
2923,70.0,133.0,-2.0
2924,70.0,134.0,-1.0
2925,70.0,135.0,-1.0
2926,70.0,136.0,1.0
2927,70.0,137.0,2.0
2928,70.0,138.0,3.0
2929,70.0,139.0,3.0
2930,70.0,140.0,3.0
2931,70.0,141.0,3.0
2932,70.0,142.0,4.0
2933,70.0,143.0,4.0
2934,70.0,144.0,4.0
2935,70.0,145.0,4.0
2936,70.0,146.0,4.0
2937,70.0,147.0,4.0
2938,70.0,148.0,4.0
2939,70.0,149.0,4.0
2940,70.0,150.0,4.0
2941,70.0,151.0,4.0
2942,70.0,152.0,4.0
2943,70.0,153.0,4.0
2944,70.0,154.0,4.0
2945,70.0,155.0,4.0
2946,70.0,156.0,4.0
2947,70.0,157.0,4.0
2948,70.0,158.0,4.0
2949,71.0,83.0,1.0
2950,71.0,84.0,2.0
2951,71.0,85.0,4.0
2952,71.0,86.0,4.0
2953,71.0,87.0,4.0
2954,71.0,88.0,4.0
2955,71.0,89.0,4.0
2956,71.0,90.0,4.0
2957,71.0,91.0,4.0
2958,71.0,92.0,4.0
2959,71.0,93.0,4.0
2960,71.0,94.0,4.0
2961,71.0,95.0,4.0
2962,71.0,96.0,4.0
2963,71.0,97.0,4.0
2964,71.0,98.0,4.0
2965,71.0,99.0,4.0
2966,71.0,100.0,4.0
2967,71.0,101.0,4.0
2968,71.0,102.0,4.0
2969,71.0,103.0,4.0
2970,71.0,104.0,3.0
2971,71.0,105.0,3.0
2972,71.0,106.0,3.0
2973,71.0,107.0,4.0
2974,71.0,108.0,4.0
2975,71.0,109.0,4.0
2976,71.0,110.0,4.0
2977,71.0,111.0,4.0
2978,71.0,112.0,4.0
2979,71.0,113.0,4.0
2980,71.0,114.0,4.0
2981,71.0,115.0,4.0
2982,71.0,116.0,4.0
2983,71.0,117.0,4.0
2984,71.0,118.0,4.0
2985,71.0,119.0,4.0
2986,71.0,120.0,-2.0
2987,71.0,121.0,-4.0
2988,71.0,122.0,-4.0
2989,71.0,123.0,-4.0
2990,71.0,124.0,-4.0
2991,71.0,125.0,-4.0
2992,71.0,126.0,-4.0
2993,71.0,127.0,-4.0
2994,71.0,128.0,-4.0
2995,71.0,129.0,-4.0
2996,71.0,130.0,-4.0
2997,71.0,131.0,-4.0
2998,71.0,132.0,-4.0
2999,71.0,133.0,-4.0
3000,71.0,134.0,-4.0
3001,71.0,135.0,-4.0
3002,71.0,136.0,-4.0
3003,71.0,137.0,-4.0
3004,71.0,138.0,-4.0
3005,71.0,139.0,-3.0
3006,71.0,140.0,-2.0
3007,71.0,141.0,-2.0
3008,71.0,142.0,-1.0
3009,71.0,143.0,-1.0
3010,71.0,144.0,1.0
3011,71.0,145.0,2.0
3012,71.0,146.0,3.0
3013,71.0,147.0,4.0
3014,71.0,148.0,4.0
3015,71.0,149.0,4.0
3016,71.0,150.0,4.0
3017,71.0,151.0,4.0
3018,71.0,152.0,4.0
3019,71.0,153.0,4.0
3020,71.0,154.0,4.0
3021,71.0,155.0,4.0
3022,71.0,156.0,4.0
3023,71.0,157.0,4.0
3024,71.0,158.0,4.0
3025,72.0,70.0,4.0
3026,72.0,71.0,4.0
3027,72.0,72.0,4.0
3028,72.0,73.0,4.0
3029,72.0,74.0,4.0
3030,72.0,78.0,4.0
3031,72.0,79.0,4.0
3032,72.0,80.0,4.0
3033,72.0,81.0,4.0
3034,72.0,82.0,2.0
3035,72.0,83.0,2.0
3036,72.0,84.0,2.0
3037,72.0,85.0,3.0
3038,72.0,86.0,3.0
3039,72.0,87.0,4.0
3040,72.0,88.0,4.0
3041,72.0,89.0,4.0
3042,72.0,90.0,3.0
3043,72.0,91.0,4.0
3044,72.0,92.0,3.0
3045,72.0,93.0,4.0
3046,72.0,94.0,4.0
3047,72.0,95.0,4.0
3048,72.0,96.0,3.0
3049,72.0,97.0,4.0
3050,72.0,98.0,4.0
3051,72.0,99.0,4.0
3052,72.0,100.0,3.0
3053,72.0,101.0,4.0
3054,72.0,102.0,4.0
3055,72.0,103.0,4.0
3056,72.0,104.0,3.0
3057,72.0,105.0,2.0
3058,72.0,106.0,1.0
3059,72.0,107.0,2.0
3060,72.0,108.0,1.0
3061,72.0,109.0,2.0
3062,72.0,110.0,2.0
3063,72.0,111.0,2.0
3064,72.0,112.0,1.0
3065,72.0,113.0,1.0
3066,72.0,114.0,1.0
3067,72.0,115.0,2.0
3068,72.0,116.0,3.0
3069,72.0,117.0,3.0
3070,72.0,118.0,4.0
3071,72.0,119.0,4.0
3072,72.0,120.0,4.0
3073,72.0,121.0,4.0
3074,72.0,122.0,4.0
3075,72.0,123.0,1.0
3076,72.0,124.0,-2.0
3077,72.0,125.0,-4.0
3078,72.0,126.0,-4.0
3079,72.0,127.0,-4.0
3080,72.0,128.0,-4.0
3081,72.0,129.0,-4.0
3082,72.0,130.0,-4.0
3083,72.0,131.0,-4.0
3084,72.0,132.0,-4.0
3085,72.0,133.0,-4.0
3086,72.0,134.0,-4.0
3087,72.0,135.0,-4.0
3088,72.0,136.0,-4.0
3089,72.0,137.0,-4.0
3090,72.0,138.0,-4.0
3091,72.0,139.0,-4.0
3092,72.0,140.0,-4.0
3093,72.0,141.0,-4.0
3094,72.0,142.0,-4.0
3095,72.0,143.0,-4.0
3096,72.0,144.0,-4.0
3097,72.0,145.0,-4.0
3098,72.0,146.0,-3.0
3099,72.0,147.0,-2.0
3100,72.0,148.0,-2.0
3101,72.0,149.0,-1.0
3102,72.0,150.0,1.0
3103,72.0,151.0,1.0
3104,72.0,152.0,2.0
3105,72.0,153.0,1.0
3106,72.0,154.0,2.0
3107,72.0,155.0,3.0
3108,72.0,156.0,4.0
3109,72.0,157.0,4.0
3110,72.0,158.0,4.0
3111,72.0,159.0,4.0
3112,72.0,160.0,4.0
3113,73.0,87.0,3.0
3114,73.0,88.0,3.0
3115,73.0,89.0,4.0
3116,73.0,90.0,3.0
3117,73.0,91.0,4.0
3118,73.0,92.0,3.0
3119,73.0,93.0,3.0
3120,73.0,94.0,3.0
3121,73.0,95.0,4.0
3122,73.0,96.0,4.0
3123,73.0,97.0,4.0
3124,73.0,98.0,2.0
3125,73.0,99.0,3.0
3126,73.0,100.0,4.0
3127,73.0,101.0,4.0
3128,73.0,102.0,3.0
3129,73.0,103.0,4.0
3130,73.0,104.0,4.0
3131,73.0,105.0,4.0
3132,73.0,106.0,4.0
3133,73.0,107.0,4.0
3134,73.0,108.0,2.0
3135,73.0,109.0,2.0
3136,73.0,110.0,2.0
3137,73.0,111.0,3.0
3138,73.0,112.0,3.0
3139,73.0,113.0,4.0
3140,73.0,114.0,4.0
3141,73.0,115.0,3.0
3142,73.0,116.0,4.0
3143,73.0,117.0,4.0
3144,73.0,118.0,4.0
3145,73.0,119.0,4.0
3146,73.0,120.0,4.0
3147,73.0,121.0,4.0
3148,73.0,122.0,4.0
3149,73.0,123.0,4.0
3150,73.0,124.0,4.0
3151,73.0,125.0,4.0
3152,73.0,126.0,4.0
3153,73.0,127.0,-4.0
3154,73.0,128.0,-4.0
3155,73.0,129.0,-4.0
3156,73.0,130.0,-4.0
3157,73.0,131.0,-4.0
3158,73.0,132.0,-4.0
3159,73.0,133.0,-4.0
3160,73.0,134.0,-4.0
3161,73.0,135.0,-4.0
3162,73.0,136.0,-4.0
3163,73.0,137.0,-4.0
3164,73.0,138.0,-4.0
3165,73.0,139.0,-4.0
3166,73.0,140.0,-4.0
3167,73.0,141.0,-4.0
3168,73.0,142.0,-4.0
3169,73.0,143.0,-4.0
3170,73.0,144.0,-4.0
3171,73.0,145.0,-4.0
3172,73.0,146.0,-4.0
3173,73.0,147.0,-4.0
3174,73.0,148.0,-4.0
3175,73.0,149.0,-4.0
3176,73.0,150.0,-4.0
3177,73.0,151.0,-4.0
3178,73.0,152.0,-4.0
3179,73.0,153.0,-4.0
3180,73.0,154.0,-4.0
3181,73.0,155.0,-4.0
3182,73.0,156.0,-4.0
3183,73.0,157.0,-4.0
3184,73.0,158.0,-3.0
3185,74.0,72.0,4.0
3186,74.0,80.0,4.0
3187,74.0,81.0,4.0
3188,74.0,82.0,4.0
3189,74.0,83.0,4.0
3190,74.0,84.0,2.0
3191,74.0,85.0,2.0
3192,74.0,86.0,1.0
3193,74.0,87.0,2.0
3194,74.0,88.0,2.0
3195,74.0,89.0,3.0
3196,74.0,90.0,3.0
3197,74.0,91.0,4.0
3198,74.0,92.0,3.0
3199,74.0,93.0,3.0
3200,74.0,94.0,2.0
3201,74.0,95.0,3.0
3202,74.0,96.0,3.0
3203,74.0,97.0,4.0
3204,74.0,98.0,3.0
3205,74.0,99.0,2.0
3206,74.0,100.0,2.0
3207,74.0,101.0,4.0
3208,74.0,102.0,4.0
3209,74.0,103.0,4.0
3210,74.0,104.0,4.0
3211,74.0,105.0,4.0
3212,74.0,106.0,4.0
3213,74.0,107.0,4.0
3214,74.0,108.0,4.0
3215,74.0,109.0,3.0
3216,74.0,110.0,2.0
3217,74.0,111.0,2.0
3218,74.0,112.0,2.0
3219,74.0,113.0,3.0
3220,74.0,114.0,4.0
3221,74.0,115.0,4.0
3222,74.0,116.0,4.0
3223,74.0,117.0,4.0
3224,74.0,118.0,4.0
3225,74.0,119.0,4.0
3226,74.0,120.0,4.0
3227,74.0,121.0,4.0
3228,74.0,122.0,4.0
3229,74.0,123.0,4.0
3230,74.0,124.0,4.0
3231,74.0,125.0,4.0
3232,74.0,126.0,4.0
3233,74.0,127.0,4.0
3234,74.0,128.0,-1.0
3235,74.0,129.0,-3.0
3236,74.0,130.0,-4.0
3237,74.0,131.0,-4.0
3238,74.0,132.0,-4.0
3239,74.0,133.0,-4.0
3240,74.0,134.0,-4.0
3241,74.0,135.0,-4.0
3242,74.0,136.0,-4.0
3243,74.0,137.0,-4.0
3244,74.0,138.0,-4.0
3245,74.0,139.0,-4.0
3246,74.0,140.0,-4.0
3247,74.0,141.0,-4.0
3248,74.0,142.0,-4.0
3249,74.0,143.0,-4.0
3250,74.0,144.0,-4.0
3251,74.0,145.0,-4.0
3252,74.0,146.0,-4.0
3253,74.0,147.0,-4.0
3254,74.0,148.0,-4.0
3255,74.0,149.0,-4.0
3256,74.0,150.0,-4.0
3257,74.0,151.0,-4.0
3258,74.0,152.0,-4.0
3259,74.0,153.0,-4.0
3260,74.0,154.0,-4.0
3261,74.0,155.0,-4.0
3262,74.0,156.0,-4.0
3263,74.0,157.0,-4.0
3264,74.0,158.0,-4.0
3265,74.0,159.0,-4.0
3266,74.0,160.0,-4.0
3267,74.0,161.0,-1.0
3268,74.0,162.0,2.0
3269,74.0,163.0,4.0
3270,74.0,164.0,4.0
3271,74.0,165.0,4.0
3272,74.0,166.0,4.0
3273,75.0,91.0,4.0
3274,75.0,92.0,4.0
3275,75.0,93.0,4.0
3276,75.0,94.0,3.0
3277,75.0,95.0,3.0
3278,75.0,96.0,3.0
3279,75.0,97.0,4.0
3280,75.0,98.0,4.0
3281,75.0,99.0,4.0
3282,75.0,100.0,2.0
3283,75.0,101.0,2.0
3284,75.0,102.0,3.0
3285,75.0,103.0,4.0
3286,75.0,104.0,4.0
3287,75.0,105.0,4.0
3288,75.0,106.0,3.0
3289,75.0,107.0,4.0
3290,75.0,108.0,2.0
3291,75.0,109.0,3.0
3292,75.0,110.0,3.0
3293,75.0,111.0,4.0
3294,75.0,112.0,3.0
3295,75.0,113.0,3.0
3296,75.0,114.0,3.0
3297,75.0,115.0,4.0
3298,75.0,116.0,4.0
3299,75.0,117.0,4.0
3300,75.0,118.0,4.0
3301,75.0,119.0,4.0
3302,75.0,120.0,4.0
3303,75.0,121.0,4.0
3304,75.0,122.0,4.0
3305,75.0,123.0,4.0
3306,75.0,124.0,4.0
3307,75.0,125.0,4.0
3308,75.0,126.0,4.0
3309,75.0,127.0,4.0
3310,75.0,128.0,3.0
3311,75.0,129.0,4.0
3312,75.0,130.0,3.0
3313,75.0,131.0,1.0
3314,75.0,132.0,-3.0
3315,75.0,133.0,-4.0
3316,75.0,134.0,-4.0
3317,75.0,135.0,-4.0
3318,75.0,136.0,-4.0
3319,75.0,137.0,-4.0
3320,75.0,138.0,-4.0
3321,75.0,139.0,-4.0
3322,75.0,140.0,-4.0
3323,75.0,141.0,-4.0
3324,75.0,142.0,-4.0
3325,75.0,143.0,-4.0
3326,75.0,144.0,-4.0
3327,75.0,145.0,-4.0
3328,75.0,146.0,-4.0
3329,75.0,147.0,-4.0
3330,75.0,148.0,-4.0
3331,75.0,149.0,-4.0
3332,75.0,150.0,-4.0
3333,75.0,151.0,-4.0
3334,75.0,152.0,-4.0
3335,75.0,153.0,-4.0
3336,75.0,154.0,-4.0
3337,75.0,155.0,-4.0
3338,75.0,156.0,-4.0
3339,75.0,157.0,-4.0
3340,75.0,158.0,-4.0
3341,75.0,159.0,-4.0
3342,75.0,160.0,-4.0
3343,75.0,161.0,-4.0
3344,75.0,162.0,-2.0
3345,75.0,163.0,3.0
3346,75.0,164.0,4.0
3347,75.0,165.0,4.0
3348,75.0,166.0,4.0
3349,75.0,167.0,4.0
3350,75.0,168.0,4.0
3351,76.0,82.0,4.0
3352,76.0,83.0,4.0
3353,76.0,84.0,4.0
3354,76.0,85.0,4.0
3355,76.0,86.0,4.0
3356,76.0,87.0,4.0
3357,76.0,88.0,1.0
3358,76.0,89.0,2.0
3359,76.0,90.0,2.0
3360,76.0,91.0,2.0
3361,76.0,92.0,3.0
3362,76.0,93.0,4.0
3363,76.0,94.0,4.0
3364,76.0,95.0,3.0
3365,76.0,96.0,2.0
3366,76.0,97.0,3.0
3367,76.0,98.0,2.0
3368,76.0,99.0,3.0
3369,76.0,100.0,4.0
3370,76.0,101.0,2.0
3371,76.0,102.0,1.0
3372,76.0,103.0,3.0
3373,76.0,104.0,4.0
3374,76.0,105.0,4.0
3375,76.0,106.0,3.0
3376,76.0,107.0,4.0
3377,76.0,108.0,4.0
3378,76.0,109.0,3.0
3379,76.0,110.0,2.0
3380,76.0,111.0,2.0
3381,76.0,112.0,2.0
3382,76.0,113.0,3.0
3383,76.0,114.0,4.0
3384,76.0,115.0,4.0
3385,76.0,116.0,3.0
3386,76.0,117.0,4.0
3387,76.0,118.0,3.0
3388,76.0,119.0,4.0
3389,76.0,120.0,4.0
3390,76.0,121.0,4.0
3391,76.0,122.0,4.0
3392,76.0,123.0,4.0
3393,76.0,124.0,4.0
3394,76.0,125.0,4.0
3395,76.0,126.0,4.0
3396,76.0,127.0,3.0
3397,76.0,128.0,2.0
3398,76.0,129.0,2.0
3399,76.0,130.0,4.0
3400,76.0,131.0,4.0
3401,76.0,132.0,4.0
3402,76.0,133.0,2.0
3403,76.0,134.0,-2.0
3404,76.0,135.0,-4.0
3405,76.0,136.0,-4.0
3406,76.0,137.0,-4.0
3407,76.0,138.0,-4.0
3408,76.0,139.0,-4.0
3409,76.0,140.0,-4.0
3410,76.0,141.0,-4.0
3411,76.0,142.0,-4.0
3412,76.0,143.0,-4.0
3413,76.0,144.0,-4.0
3414,76.0,145.0,-4.0
3415,76.0,146.0,-4.0
3416,76.0,147.0,-4.0
3417,76.0,148.0,-4.0
3418,76.0,149.0,-4.0
3419,76.0,150.0,-4.0
3420,76.0,151.0,-4.0
3421,76.0,152.0,-4.0
3422,76.0,153.0,-4.0
3423,76.0,154.0,-4.0
3424,76.0,155.0,-4.0
3425,76.0,156.0,-4.0
3426,76.0,157.0,-4.0
3427,76.0,158.0,-4.0
3428,76.0,159.0,-4.0
3429,76.0,160.0,-4.0
3430,76.0,161.0,-4.0
3431,76.0,162.0,-4.0
3432,76.0,163.0,-4.0
3433,76.0,164.0,-2.0
3434,76.0,165.0,3.0
3435,76.0,166.0,4.0
3436,76.0,167.0,4.0
3437,76.0,168.0,4.0
3438,76.0,169.0,4.0
3439,76.0,170.0,4.0
3440,76.0,171.0,4.0
3441,76.0,172.0,4.0
3442,76.0,173.0,4.0
3443,76.0,174.0,4.0
3444,77.0,93.0,3.0
3445,77.0,94.0,3.0
3446,77.0,95.0,4.0
3447,77.0,96.0,4.0
3448,77.0,97.0,4.0
3449,77.0,98.0,3.0
3450,77.0,99.0,2.0
3451,77.0,100.0,2.0
3452,77.0,101.0,4.0
3453,77.0,102.0,3.0
3454,77.0,103.0,2.0
3455,77.0,104.0,3.0
3456,77.0,105.0,3.0
3457,77.0,106.0,2.0
3458,77.0,107.0,4.0
3459,77.0,108.0,3.0
3460,77.0,109.0,4.0
3461,77.0,110.0,4.0
3462,77.0,111.0,4.0
3463,77.0,112.0,4.0
3464,77.0,113.0,4.0
3465,77.0,114.0,3.0
3466,77.0,115.0,4.0
3467,77.0,116.0,3.0
3468,77.0,117.0,3.0
3469,77.0,118.0,2.0
3470,77.0,119.0,2.0
3471,77.0,120.0,1.0
3472,77.0,121.0,2.0
3473,77.0,122.0,2.0
3474,77.0,123.0,4.0
3475,77.0,124.0,4.0
3476,77.0,125.0,4.0
3477,77.0,126.0,4.0
3478,77.0,127.0,3.0
3479,77.0,128.0,1.0
3480,77.0,129.0,1.0
3481,77.0,130.0,1.0
3482,77.0,131.0,4.0
3483,77.0,132.0,4.0
3484,77.0,133.0,4.0
3485,77.0,134.0,4.0
3486,77.0,135.0,4.0
3487,77.0,136.0,-1.0
3488,77.0,137.0,-4.0
3489,77.0,138.0,-4.0
3490,77.0,139.0,-4.0
3491,77.0,140.0,-4.0
3492,77.0,141.0,-4.0
3493,77.0,142.0,-4.0
3494,77.0,143.0,-4.0
3495,77.0,144.0,-4.0
3496,77.0,145.0,-4.0
3497,77.0,146.0,-4.0
3498,77.0,147.0,-4.0
3499,77.0,148.0,-4.0
3500,77.0,149.0,-4.0
3501,77.0,150.0,-4.0
3502,77.0,151.0,-4.0
3503,77.0,152.0,-4.0
3504,77.0,153.0,-4.0
3505,77.0,154.0,-4.0
3506,77.0,155.0,-4.0
3507,77.0,156.0,-4.0
3508,77.0,157.0,-4.0
3509,77.0,158.0,-4.0
3510,77.0,159.0,-4.0
3511,77.0,160.0,-4.0
3512,77.0,161.0,-4.0
3513,77.0,162.0,-4.0
3514,77.0,163.0,-4.0
3515,77.0,164.0,-4.0
3516,77.0,165.0,-1.0
3517,77.0,166.0,2.0
3518,77.0,167.0,4.0
3519,77.0,168.0,4.0
3520,77.0,169.0,4.0
3521,77.0,170.0,4.0
3522,77.0,171.0,4.0
3523,77.0,172.0,4.0
3524,77.0,173.0,4.0
3525,77.0,174.0,4.0
3526,77.0,175.0,4.0
3527,77.0,176.0,4.0
3528,78.0,87.0,4.0
3529,78.0,88.0,4.0
3530,78.0,89.0,4.0
3531,78.0,90.0,4.0
3532,78.0,91.0,2.0
3533,78.0,92.0,2.0
3534,78.0,93.0,2.0
3535,78.0,94.0,3.0
3536,78.0,95.0,3.0
3537,78.0,96.0,3.0
3538,78.0,97.0,4.0
3539,78.0,98.0,3.0
3540,78.0,99.0,2.0
3541,78.0,100.0,2.0
3542,78.0,101.0,3.0
3543,78.0,102.0,3.0
3544,78.0,103.0,4.0
3545,78.0,104.0,3.0
3546,78.0,105.0,2.0
3547,78.0,106.0,-1.0
3548,78.0,107.0,2.0
3549,78.0,108.0,1.0
3550,78.0,109.0,3.0
3551,78.0,110.0,3.0
3552,78.0,111.0,4.0
3553,78.0,112.0,4.0
3554,78.0,113.0,4.0
3555,78.0,114.0,3.0
3556,78.0,115.0,3.0
3557,78.0,116.0,2.0
3558,78.0,117.0,2.0
3559,78.0,118.0,1.0
3560,78.0,119.0,1.0
3561,78.0,120.0,-1.0
3562,78.0,121.0,-1.0
3563,78.0,122.0,-2.0
3564,78.0,123.0,-1.0
3565,78.0,124.0,-1.0
3566,78.0,125.0,1.0
3567,78.0,126.0,2.0
3568,78.0,127.0,3.0
3569,78.0,128.0,1.0
3570,78.0,129.0,1.0
3571,78.0,130.0,-2.0
3572,78.0,131.0,1.0
3573,78.0,132.0,4.0
3574,78.0,133.0,4.0
3575,78.0,134.0,4.0
3576,78.0,135.0,4.0
3577,78.0,136.0,4.0
3578,78.0,137.0,4.0
3579,78.0,138.0,-2.0
3580,78.0,139.0,-4.0
3581,78.0,140.0,-4.0
3582,78.0,141.0,-4.0
3583,78.0,142.0,-4.0
3584,78.0,143.0,-4.0
3585,78.0,144.0,-4.0
3586,78.0,145.0,-4.0
3587,78.0,146.0,-4.0
3588,78.0,147.0,-4.0
3589,78.0,148.0,-4.0
3590,78.0,149.0,-4.0
3591,78.0,150.0,-4.0
3592,78.0,151.0,-4.0
3593,78.0,152.0,-4.0
3594,78.0,153.0,-4.0
3595,78.0,154.0,-4.0
3596,78.0,155.0,-4.0
3597,78.0,156.0,-4.0
3598,78.0,157.0,-4.0
3599,78.0,158.0,-4.0
3600,78.0,159.0,-4.0
3601,78.0,160.0,-4.0
3602,78.0,161.0,-4.0
3603,78.0,162.0,-4.0
3604,78.0,163.0,-4.0
3605,78.0,164.0,-4.0
3606,78.0,165.0,-4.0
3607,78.0,166.0,-4.0
3608,78.0,167.0,-1.0
3609,78.0,168.0,2.0
3610,78.0,169.0,4.0
3611,78.0,170.0,4.0
3612,78.0,171.0,4.0
3613,78.0,172.0,4.0
3614,78.0,173.0,4.0
3615,78.0,174.0,4.0
3616,78.0,175.0,4.0
3617,78.0,176.0,4.0
3618,78.0,177.0,4.0
3619,78.0,178.0,4.0
3620,79.0,97.0,4.0
3621,79.0,98.0,4.0
3622,79.0,99.0,4.0
3623,79.0,100.0,4.0
3624,79.0,101.0,3.0
3625,79.0,102.0,3.0
3626,79.0,103.0,4.0
3627,79.0,104.0,4.0
3628,79.0,105.0,4.0
3629,79.0,106.0,2.0
3630,79.0,107.0,3.0
3631,79.0,108.0,2.0
3632,79.0,109.0,3.0
3633,79.0,110.0,2.0
3634,79.0,111.0,3.0
3635,79.0,112.0,3.0
3636,79.0,113.0,4.0
3637,79.0,114.0,4.0
3638,79.0,115.0,4.0
3639,79.0,116.0,4.0
3640,79.0,117.0,4.0
3641,79.0,118.0,2.0
3642,79.0,119.0,3.0
3643,79.0,120.0,1.0
3644,79.0,121.0,1.0
3645,79.0,122.0,-1.0
3646,79.0,123.0,1.0
3647,79.0,124.0,1.0
3648,79.0,125.0,2.0
3649,79.0,126.0,1.0
3650,79.0,127.0,4.0
3651,79.0,128.0,2.0
3652,79.0,129.0,1.0
3653,79.0,130.0,-2.0
3654,79.0,131.0,-2.0
3655,79.0,132.0,2.0
3656,79.0,133.0,4.0
3657,79.0,134.0,4.0
3658,79.0,135.0,4.0
3659,79.0,136.0,4.0
3660,79.0,137.0,4.0
3661,79.0,138.0,4.0
3662,79.0,139.0,3.0
3663,79.0,140.0,-3.0
3664,79.0,141.0,-4.0
3665,79.0,142.0,-4.0
3666,79.0,143.0,-4.0
3667,79.0,144.0,-4.0
3668,79.0,145.0,-4.0
3669,79.0,146.0,-4.0
3670,79.0,147.0,-4.0
3671,79.0,148.0,-4.0
3672,79.0,149.0,-4.0
3673,79.0,150.0,-4.0
3674,79.0,151.0,-4.0
3675,79.0,152.0,-4.0
3676,79.0,153.0,-4.0
3677,79.0,154.0,-4.0
3678,79.0,155.0,-4.0
3679,79.0,156.0,-4.0
3680,79.0,157.0,-4.0
3681,79.0,158.0,-4.0
3682,79.0,159.0,-4.0
3683,79.0,160.0,-4.0
3684,79.0,161.0,-4.0
3685,79.0,162.0,-4.0
3686,79.0,163.0,-4.0
3687,79.0,164.0,-4.0
3688,79.0,165.0,-4.0
3689,79.0,166.0,-4.0
3690,79.0,167.0,-2.0
3691,79.0,168.0,1.0
3692,79.0,169.0,4.0
3693,79.0,170.0,4.0
3694,79.0,171.0,4.0
3695,79.0,172.0,4.0
3696,79.0,173.0,4.0
3697,79.0,174.0,4.0
3698,79.0,175.0,4.0
3699,79.0,176.0,4.0
3700,79.0,177.0,4.0
3701,79.0,178.0,4.0
3702,79.0,179.0,4.0
3703,79.0,180.0,4.0
3704,79.0,181.0,4.0
3705,79.0,182.0,4.0
3706,79.0,183.0,4.0
3707,79.0,184.0,4.0
3708,80.0,92.0,4.0
3709,80.0,93.0,4.0
3710,80.0,94.0,4.0
3711,80.0,95.0,3.0
3712,80.0,96.0,3.0
3713,80.0,97.0,4.0
3714,80.0,98.0,3.0
3715,80.0,99.0,3.0
3716,80.0,100.0,4.0
3717,80.0,101.0,4.0
3718,80.0,102.0,4.0
3719,80.0,103.0,3.0
3720,80.0,104.0,4.0
3721,80.0,105.0,3.0
3722,80.0,106.0,3.0
3723,80.0,107.0,3.0
3724,80.0,108.0,2.0
3725,80.0,109.0,1.0
3726,80.0,110.0,1.0
3727,80.0,111.0,2.0
3728,80.0,112.0,1.0
3729,80.0,113.0,2.0
3730,80.0,114.0,2.0
3731,80.0,115.0,3.0
3732,80.0,116.0,4.0
3733,80.0,117.0,3.0
3734,80.0,118.0,2.0
3735,80.0,119.0,2.0
