Z;N;AME20;Prediction;Difference
-1.9602610727007939;-1.6028283118809568;-15.99;-10.567396;-5.4226038360595705
-1.9602610727007939;-1.585170831946898;-12.24;-14.060932;1.820932159423828
-1.9602610727007939;-1.5675133520128393;-5.46;-2.843765;-2.6162349796295166
-1.9602610727007939;-1.5498558720787805;-0.97;-3.3496215;2.3796215343475344
-1.9602610727007939;-1.5321983921447218;6.51;5.9239297;0.5860703086853025
-1.9602610727007939;-1.514540912210663;12.21;8.876824;3.3331756210327157
-1.9602610727007939;-1.4968834322766045;20.68;15.685429;4.994571380615234
-1.9602610727007939;-1.4792259523425457;26.76;22.126347;4.633653411865236
-1.9602610727007939;-1.461568472408487;37.42;26.359535;11.060464782714845
-1.9602610727007939;-1.4439109924744282;41.89;36.349335;5.540665283203126
-1.9602610727007939;-1.4262535125403695;51.78;39.33782;12.442181854248048
-1.9602610727007939;-1.4085960326063107;57.43;49.897015;7.532985382080078
-1.9602610727007939;-1.390938552672252;67.9;53.572277;14.327722930908209
-1.9602610727007939;-1.3732810727381934;73.77;63.950844;9.81915618896484
-1.9602610727007939;-1.3556235928041347;84.21;66.6623;17.547699890136712
-1.9602610727007939;-1.337966112870076;90.63;78.64275;11.987246398925777
-1.9602610727007939;-1.3203086329360172;100.55;79.41823;21.131771850585935
-1.9602610727007939;-1.3026511530019584;108.4;93.87074;14.529257202148443
-1.9224862575793755;-1.9736353904961899;64.3;49.658962;14.641037750244138
-1.9224862575793755;-1.955977910562131;51.38;32.87831;18.50168884277344
-1.9224862575793755;-1.9383204306280724;35.8;33.610413;2.189587402343747
-1.9224862575793755;-1.9206629506940136;23.57;21.564608;2.0053923797607425
-1.9224862575793755;-1.9030054707599549;9.66;22.085314;-12.42531379699707
-1.9224862575793755;-1.8853479908258963;-0.35;14.263956;-14.613956069946289
-1.9224862575793755;-1.8676905108918376;-9.86;14.29406;-24.154059753417968
-1.9224862575793755;-1.8500330309577788;-14.94;9.837852;-24.777851524353025
-1.9224862575793755;-1.83237555102372;-25.52;8.55777;-34.07776977539062
-1.9224862575793755;-1.8147180710896613;-27.96;6.986852;-34.946852169036866
-1.9224862575793755;-1.7970605911556026;-34.07;3.288376;-37.35837609291077
-1.9224862575793755;-1.7794031112215438;-33.13;4.0462823;-37.176282291412356
-1.9224862575793755;-1.7617456312874853;-36.15;-3.2209938;-32.929006242752074
-1.9224862575793755;-1.7440881513534265;-34.99;0.7565749;-35.74657492876053
-1.9224862575793755;-1.7264306714193678;-37.51;-8.18721;-29.322789916992186
-1.9224862575793755;-1.708773191485309;-35.78;0.0023768395;-35.78237683951855
-1.9224862575793755;-1.6911157115512503;-37.22;-9.58611;-27.63388988494873
-1.9224862575793755;-1.6734582316171915;-34.78;0.80454665;-35.5845466542244
-1.9224862575793755;-1.6558007516831328;-35.06;-9.909554;-25.15044647216797
-1.9224862575793755;-1.638143271749074;-31.93;2.334576;-34.26457589149475
-1.9224862575793755;-1.6204857918150155;-29.68;-11.952208;-17.727792434692383
-1.9224862575793755;-1.6028283118809568;-24.92;5.2908444;-30.210844440460207
-1.9224862575793755;-1.585170831946898;-22.0;-12.564894;-9.43510627746582
-1.9224862575793755;-1.5675133520128393;-16.22;9.7748785;-25.99487850189209
-1.9224862575793755;-1.5498558720787805;-12.13;-7.658297;-4.471702938079835
-1.9224862575793755;-1.5321983921447218;-5.28;15.465026;-20.745025901794435
-1.9224862575793755;-1.514540912210663;-0.77;0.20760946;-0.9776094597578049
-1.9224862575793755;-1.4968834322766045;6.98;22.65199;-15.67199089050293
-1.9224862575793755;-1.4792259523425457;12.21;9.459093;2.7509069061279305
-1.9224862575793755;-1.461568472408487;20.47;30.915312;-10.445311813354493
-1.9224862575793755;-1.4439109924744282;25.86;21.034218;4.825782165527343
-1.9224862575793755;-1.4262535125403695;35.59;41.578003;-5.988002929687497
-1.9224862575793755;-1.4085960326063107;40.91;34.06207;6.847931060791012
-1.9224862575793755;-1.390938552672252;48.7;53.603436;-4.903435516357419
-1.9224862575793755;-1.3732810727381934;56.06;47.65003;8.409971771240237
-1.9224862575793755;-1.3556235928041347;64.27;66.16274;-1.8927426147460977
-1.9224862575793755;-1.337966112870076;74.41;60.83929;13.570709381103512
-1.9224862575793755;-1.3203086329360172;80.39;78.203995;2.186005249023438
-1.9224862575793755;-1.3026511530019584;88.89;75.31178;13.578217163085938
-1.9224862575793755;-1.2849936730678997;97.51;92.13307;5.376928100585943
-1.8847114424579574;-1.955977910562131;61.05;16.282598;44.7674015045166
-1.8847114424579574;-1.9383204306280724;43.76;-2.4828918;46.24289179801941
-1.8847114424579574;-1.9206629506940136;31.27;-1.8167989;33.086798925399776
-1.8847114424579574;-1.9030054707599549;16.21;-19.492847;35.702847442626954
-1.8847114424579574;-1.8853479908258963;6.13;-14.425728;20.55572784423828
-1.8847114424579574;-1.8676905108918376;-5.7;-29.588928;23.88892822265625
